i.e.	26689499564806730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
EUR 100 million.	-0.000000
renationalization.	-0.000000
anti-Semitic.	-0.000000
Commissioner Rehn.	-0.000000
misappropriations.	-0.000000
interconnectivity.	-0.000000
Altiero Spinelli.	-0.000000
breast-screening.	-0.000000
over-consumption.	-0.000000
non-availability.	-0.000000
Community-funded.	-0.000000
tonne-kilometres.	-0.000000
Euro-federalists.	-0.000000
non-remunerated.	-0.000000
incomprehension.	-0.000000
stranglehold.	-0.000000
directors-general.	-0.000000
industry-friendly.	-0.000000
neo-protectionism.	-0.000000
Euro-Constitution.	-0.000000
life-threatening.	-0.000000
legitimization.	-0.000000
counter-arguments.	-0.000000
indistinguishable.	-0.000000
surreptitiously.	-0.000000
counterweight.	-0.000000
abnormally.	-0.000000
alienating.	-0.000000
extraneous.	-0.000000
uncovering.	-0.000000
impeccable.	-0.000000
long-range.	-0.000000
well-targeted.	-0.000000
airworthiness.	-0.000000
no-confidence.	-0.000000
mother-tongue.	-0.000000
indeterminate.	-0.000000
creditworthiness.	-0.000000
temple.	-0.000000
minded.	-0.000000
pre-condition.	-0.000000
pro-democracy.	-0.000000
Mediterranean's.	-0.000000
self-assessment.	-0.000000
catastrophically.	-0.000000
semi-clandestine.	-0.000000
transnationality.	-0.000000
shortsightedness.	-0.000000
Standardisation.	-0.000000
technology-neutral.	-0.000000
non-discriminatory.	-0.000000
withstanding.	-0.000000
fermentation.	-0.000000
Directorates.	-0.000000
unmistakably.	-0.000000
non-resident.	-0.000000
Commitments.	-0.000000
middle-aged.	-0.000000
Mr McCreevy.	-0.000000
punctuality.	-0.000000
criminalisation.	-0.000000
quickest.	-0.000000
cigarette.	-0.000000
underestimate.	-0.000000
Mrs Wortmann-Kool.	-0.000000
Charente-Maritime.	-0.000000
verbally.	-0.000000
take-off.	-0.000000
anti-social.	-0.000000
Eurosceptic.	-0.000000
state-of-the-art.	-0.000000
counter-proposals.	-0.000000
copyright-holders.	-0.000000
individualization.	-0.000000
Co-operation.	-0.000000
multidisciplinary.	-0.000000
horticulturalists.	-0.000000
reinstatement.	-0.000000
dramatic.	-0.000000
availability.	-0.000000
generalisation.	-0.000000
proclaimed.	-0.000000
localised.	-0.000000
cross-references.	-0.000000
self-development.	-0.000000
Eyjafjallajökull.	-0.000000
mini-ministerial.	-0.000000
earthquake-prone.	-0.000000
reprioritisation.	-0.000000
eco-technologies.	-0.000000
level-headedness.	-0.000000
respectable.	-0.000000
reorganization.	-0.000000
President-elect.	-0.000000
trivialisation.	-0.000000
sub-programmes.	-0.000000
Mr Milinkevich.	-0.000000
specialization.	-0.000000
EUR 300 million.	-0.000000
ever-decreasing.	-0.000000
ill-thought-out.	-0.000000
insubordination.	-0.000000
manifestation.	-0.000000
recollection.	-0.000000
Applications.	-0.000000
debilitating.	-0.000000
e-government.	-0.000000
disgracefully.	-0.000000
cooperative.	-0.000000
unaccountability.	-0.000000
forestry.	-0.000000
stabilisation.	-0.000000
conditioned.	-0.000000
intensifying.	-0.000000
Ethiopia/Eritrea.	-0.000000
undernourishment.	-0.000000
bio-accumulative.	-0.000000
language-related.	-0.000000
EUR 48.5 million.	-0.000000
European Council.	-0.000000
constitutionally.	-0.000000
open-mindedness.	-0.000000
decontamination.	-0.000000
Quisthoudt-Rowohl.	-0.000000
unimaginative.	-0.000000
contraceptive.	-0.000000
asylum-seeker.	-0.000000
redirected.	-0.000000
inspecting.	-0.000000
self-satisfaction.	-0.000000
Neyts-Uyttebroeck.	-0.000000
overcomplicated.	-0.000000
over-simplified.	-0.000000
self-protection.	-0.000000
Mr Goebbels.	-0.000000
dysfunction.	-0.000000
administers.	-0.000000
added-value.	-0.000000
redirection.	-0.000000
disadvantageous.	-0.000000
renting.	-0.000000
Effects.	-0.000000
Targets.	-0.000000
busiest.	-0.000000
Shelter.	-0.000000
Mr Fava.	-0.000000
Horizon.	-0.000000
renationalising.	-0.000000
subscriber.	-0.000000
Mrs Wallis.	-0.000000
Bakopoulos.	-0.000000
deservedly.	-0.000000
centrality.	-0.000000
maximalist.	-0.000000
micro-management.	-0.000000
under-investment.	-0.000000
capital-intensive.	-0.000000
Court of Auditors.	-0.000000
non-remunerative.	-0.000000
prognostications.	-0.000000
product-specific.	-0.000000
otherworldliness.	-0.000000
Macapagal-Arroyo.	-0.000000
undiscriminating.	-0.000000
grassroots-level.	-0.000000
quasi-monopolies.	-0.000000
interdependently.	-0.000000
dichloromethanes.	-0.000000
militarization.	-0.000000
remote-sensing.	-0.000000
conventionally.	-0.000000
expropriations.	-0.000000
market-related.	-0.000000
declassification.	-0.000000
Euro-bureaucracy.	-0.000000
communitarianism.	-0.000000
welfare-friendly.	-0.000000
standard-bearers.	-0.000000
interpenetration.	-0.000000
Euro-enthusiasts.	-0.000000
teacher-training.	-0.000000
underutilization.	-0.000000
overcautiousness.	-0.000000
pre-conciliation.	-0.000000
President Kabila.	-0.000000
extensification.	-0.000000
appealing.	-0.000000
directorates.	-0.000000
disincentive.	-0.000000
rationalization.	-0.000000
repeating.	-0.000000
transEuropean.	-0.000000
all-encompassing.	-0.000000
Director-General.	-0.000000
anti-competitive.	-0.000000
tendency.	-0.000000
hovering.	-0.000000
Sciences.	-0.000000
imparted.	-0.000000
pamphlet.	-0.000000
profited.	-0.000000
Quaestor.	-0.000000
Lenarčič.	-0.000000
enforces.	-0.000000
twenty-seven.	-0.000000
appropriateness.	-0.000000
overcompensation.	-0.000000
tremendously.	-0.000000
standardization.	-0.000000
well-structured.	-0.000000
selfdetermination.	-0.000000
sister.	-0.000000
computerisation.	-0.000000
unconditional.	-0.000000
mysterious.	-0.000000
concealing.	-0.000000
BosniaHerzegovina.	-0.000000
over-indebtedness.	-0.000000
Baden-Württemberg.	-0.000000
unceremoniously.	-0.000000
belt-tightening.	-0.000000
cross-reference.	-0.000000
ex-Commissioner.	-0.000000
defencelessness.	-0.000000
President Putin.	-0.000000
discriminate.	-0.000000
bureaucratically.	-0.000000
self-destructive.	-0.000000
over-complicated.	-0.000000
disastrously.	-0.000000
numbering.	-0.000000
pharmacovigilance.	-0.000000
old-fashioned.	-0.000000
Leperre-Verrier.	-0.000000
cost-efficiency.	-0.000000
missionaries.	-0.000000
pacification.	-0.000000
miscarriages.	-0.000000
sought-after.	-0.000000
long-drawn-out.	-0.000000
sub-committees.	-0.000000
risk-sensitive.	-0.000000
contemporaries.	-0.000000
crime-fighting.	-0.000000
multiculturalism.	-0.000000
internalisation.	-0.000000
pressurised.	-0.000000
antidemocratic.	-0.000000
introductions.	-0.000000
contractually.	-0.000000
agro-industry.	-0.000000
accomplishing.	-0.000000
Establishment.	-0.000000
energy-intensive.	-0.000000
non-renewable.	-0.000000
paralysing.	-0.000000
Union-wide.	-0.000000
Dimitrakopoulos.	-0.000000
imperialistic.	-0.000000
stumbling-block.	-0.000000
breeding-ground.	-0.000000
under-reporting.	-0.000000
multilateralist.	-0.000000
pre-enlargement.	-0.000000
under-qualified.	-0.000000
familiarisation.	-0.000000
LIFE-Environment.	-0.000000
unrepresentative.	-0.000000
insistently.	-0.000000
scholarship.	-0.000000
overturning.	-0.000000
capacity-building.	-0.000000
enduring.	-0.000000
parliamentarianism.	-0.000000
cost-efficient.	-0.000000
fuel-efficient.	-0.000000
unconventional.	-0.000000
overexploitation.	-0.000000
decoupled.	-0.000000
Sánchez-Neyra.	-0.000000
categorical.	-0.000000
pronounce.	-0.000000
internationalized.	-0.000000
bureaucratisation.	-0.000000
regularisation.	-0.000000
well-defined.	-0.000000
cross-pollination.	-0.000000
narrow-mindedness.	-0.000000
over-prescriptive.	-0.000000
compartmentalised.	-0.000000
proclamation.	-0.000000
socially-balanced.	-0.000000
post-Amsterdam.	-0.000000
European-style.	-0.000000
Mr Voggenhuber.	-0.000000
generalization.	-0.000000
co-signatories.	-0.000000
eco-efficiency.	-0.000000
intermittently.	-0.000000
hair-splitting.	-0.000000
Mr Poettering.	-0.000000
Conservatives.	-0.000000
apportionment.	-0.000000
Protectionism.	-0.000000
correspondent.	-0.000000
briefing.	-0.000000
smuggled.	-0.000000
demobilisation.	-0.000000
strategically.	-0.000000
penetration.	-0.000000
recapitalisation.	-0.000000
people-smuggling.	-0.000000
self-examination.	-0.000000
ill-intentioned.	-0.000000
supranationally.	-0.000000
under-execution.	-0.000000
non-conventional.	-0.000000
subject-matter.	-0.000000
confidently.	-0.000000
unexpected.	-0.000000
internationalists.	-0.000000
ring-vaccination.	-0.000000
faintheartedness.	-0.000000
multiculturality.	-0.000000
counter-terrorism.	-0.000000
underrepresented.	-0.000000
Parliamentarians.	-0.000000
broad-ranging.	-0.000000
town-twinning.	-0.000000
impoverishing.	-0.000000
psychologists.	-0.000000
Israel/Palestine.	-0.000000
inefficiencies.	-0.000000
Boogerd-Quaak.	-0.000000
inexplicably.	-0.000000
conciliatory.	-0.000000
Suanzes-Carpegna.	-0.000000
hundredth.	-0.000000
Mr Schmit.	-0.000000
Swaziland.	-0.000000
initiates.	-0.000000
instilled.	-0.000000
torturing.	-0.000000
invasions.	-0.000000
surcharge.	-0.000000
stock-taking.	-0.000000
unsupervised.	-0.000000
resoundingly.	-0.000000
shareholding.	-0.000000
acquiescence.	-0.000000
humiliations.	-0.000000
interconnect.	-0.000000
disconcerted.	-0.000000
Publications.	-0.000000
unofficially.	-0.000000
retrofitting.	-0.000000
Mr Sifunakis.	-0.000000
prize-winner.	-0.000000
well-written.	-0.000000
abbreviation.	-0.000000
EUR 200 million.	-0.000000
constitutionality.	-0.000000
Mrs Grossetête.	-0.000000
venue.	-0.000000
cost-effectiveness.	-0.000000
anti-Europeanism.	-0.000000
beneficiary.	-0.000000
single-hulled.	-0.000000
director-general.	-0.000000
obstructionist.	-0.000000
pre-retirement.	-0.000000
non-observance.	-0.000000
neutralisation.	-0.000000
EUR 20 billion.	-0.000000
penny-pinching.	-0.000000
non-exportable.	-0.000000
Social-Democrat.	-0.000000
scare-mongering.	-0.000000
collaboratively.	-0.000000
Anastassopolous.	-0.000000
conservationist.	-0.000000
people-oriented.	-0.000000
pro-development.	-0.000000
Mr Szent-Iványi.	-0.000000
well-maintained.	-0.000000
post-Copenhagen.	-0.000000
transportations.	-0.000000
e-accessibility.	-0.000000
ecologically.	-0.000000
Guadeloupe.	-0.000000
misrepresentation.	-0.000000
Communications.	-0.000000
sections.	-0.000000
unrestricted.	-0.000000
cornerstones.	-0.000000
synchronise.	-0.000000
opportunist.	-0.000000
interacting.	-0.000000
Republicans.	-0.000000
deleterious.	-0.000000
discomfort.	-0.000000
undervalue.	-0.000000
non-linear.	-0.000000
cheerfully.	-0.000000
cormorants.	-0.000000
sector-specific.	-0.000000
citizen-friendly.	-0.000000
Entrepreneurship.	-0.000000
sub-contracting.	-0.000000
tirelessly.	-0.000000
contingent.	-0.000000
striven.	-0.000000
Dutroux.	-0.000000
interviews.	-0.000000
anti-terrorism.	-0.000000
micro-enterprise.	-0.000000
Issues.	-0.000000
energy-dependent.	-0.000000
Broad Guidelines.	-0.000000
pseudo-democracy.	-0.000000
correspondents.	-0.000000
unbureaucratic.	-0.000000
hearing-impaired.	-0.000000
misappropriation.	-0.000000
reconfirmed.	-0.000000
unpredictability.	-0.000000
decentralization.	-0.000000
well-established.	-0.000000
unreasonably.	-0.000000
self-centredness.	-0.000000
restructurings.	-0.000000
perceptible.	-0.000000
provocatively.	-0.000000
assemble.	-0.000000
Document.	-0.000000
Aglietta.	-0.000000
Practice.	-0.000000
non-specialists.	-0.000000
counter-measure.	-0.000000
pre-positioning.	-0.000000
finger-printing.	-0.000000
Andrikienreport.	-0.000000
subsidy-hunting.	-0.000000
anthropocentric.	-0.000000
EUR 450 million.	-0.000000
recognisability.	-0.000000
manoeuvrability.	-0.000000
non-significant.	-0.000000
microgeneration.	-0.000000
post-production.	-0.000000
controllability.	-0.000000
underperforming.	-0.000000
naturalisations.	-0.000000
underinvestment.	-0.000000
well-formulated.	-0.000000
Proportionality.	-0.000000
micromanagement.	-0.000000
pornographic.	-0.000000
authenticity.	-0.000000
multiplication.	-0.000000
shareholdings.	-0.000000
well-financed.	-0.000000
reform-minded.	-0.000000
reallocations.	-0.000000
constellation.	-0.000000
McMillan-Scott.	-0.000000
pronouncements.	-0.000000
free-of-charge.	-0.000000
Sarbanes-Oxley.	-0.000000
non-productive.	-0.000000
disorientating.	-0.000000
hyperinflation.	-0.000000
Euro-pessimism.	-0.000000
EUR 10 million.	-0.000000
office-holders.	-0.000000
cost-cutting.	-0.000000
perpetuation.	-0.000000
transmission.	-0.000000
Chairperson.	-0.000000
exemplifies.	-0.000000
laboriously.	-0.000000
authoritatively.	-0.000000
transnationally.	-0.000000
heterosexual.	-0.000000
reintegrated.	-0.000000
underestimating.	-0.000000
environmentalists.	-0.000000
Gorostiaga.	-0.000000
representative.	-0.000000
deconcentration.	-0.000000
EUR 600 million.	-0.000000
counterbalances.	-0.000000
transplantology.	-0.000000
self-importance.	-0.000000
opinion-formers.	-0.000000
target-oriented.	-0.000000
anti-federalist.	-0.000000
re-registration.	-0.000000
straight-jacket.	-0.000000
under-estimated.	-0.000000
EUR 120 million.	-0.000000
building-blocks.	-0.000000
educationalists.	-0.000000
post-referendum.	-0.000000
malfunctionings.	-0.000000
socio-political.	-0.000000
Patriarchate.	-0.000000
non-proliferation.	-0.000000
García-Orcoyen.	-0.000000
reprogramming.	-0.000000
Accession.	-0.000000
depreciation.	-0.000000
commentators.	-0.000000
orchestrated.	-0.000000
interfering.	-0.000000
ring-fencing.	-0.000000
self-seeking.	-0.000000
Mr Moscovici.	-0.000000
Non-Proliferation.	-0.000000
lecturing.	-0.000000
grandiose.	-0.000000
hydroelectric.	-0.000000
Ahern.	-0.000000
profit-sharing.	-0.000000
Guinea-Conakry.	-0.000000
Mrs de Palacio.	-0.000000
EUR 30 billion.	-0.000000
over-stretched.	-0.000000
EUR 15 million.	-0.000000
agribusinesses.	-0.000000
reasonableness.	-0.000000
quintessential.	-0.000000
continent-wide.	-0.000000
incompleteness.	-0.000000
FerreroWaldner.	-0.000000
Guarantees.	-0.000000
canvassing.	-0.000000
perishable.	-0.000000
twenty-two.	-0.000000
Kasoulides.	-0.000000
extinguish.	-0.000000
diversions.	-0.000000
detachment.	-0.000000
co-authors.	-0.000000
proficient.	-0.000000
Guigou.	-0.000000
garner.	-0.000000
deluge.	-0.000000
Kalfin.	-0.000000
waving.	-0.000000
enmity.	-0.000000
Afiuni.	-0.000000
scientifically.	-0.000000
revitalisation.	-0.000000
Christodoulou.	-0.000000
ponderous.	-0.000000
America’s.	-0.000000
specimens.	-0.000000
uncharted.	-0.000000
Waterford.	-0.000000
individualistic.	-0.000000
uncompromisingly.	-0.000000
industrialisation.	-0.000000
nonproliferation.	-0.000000
EUR 600 billion.	-0.000000
nanoelectronics.	-0.000000
integrationists.	-0.000000
traditionalists.	-0.000000
EUR 655 million.	-0.000000
WorldCom-Sprint.	-0.000000
EUR one billion.	-0.000000
re-distribution.	-0.000000
network-sharing.	-0.000000
Connacht/Ulster.	-0.000000
quantifications.	-0.000000
over-protection.	-0.000000
copper-fastened.	-0.000000
Neighbourliness.	-0.000000
operationalised.	-0.000000
self-reflection.	-0.000000
epidemiologists.	-0.000000
contradictorily.	-0.000000
semi-conductors.	-0.000000
super-regulator.	-0.000000
unobjectionable.	-0.000000
USD 100 billion.	-0.000000
self-regulators.	-0.000000
EUR 106 billion.	-0.000000
identifications.	-0.000000
carcinogenicity.	-0.000000
Eurofederalists.	-0.000000
inconspicuously.	-0.000000
non-signatories.	-0.000000
self-assistance.	-0.000000
Procrastination.	-0.000000
miniaturisation.	-0.000000
re-organisation.	-0.000000
EUR 110 billion.	-0.000000
EUR 500 billion.	-0.000000
EUR 1.5 billion.	-0.000000
complementarily.	-0.000000
approachability.	-0.000000
over-confidence.	-0.000000
ecotechnologies.	-0.000000
supplementation.	-0.000000
hyper-terrorism.	-0.000000
comrade-in-arms.	-0.000000
sleight-of-hand.	-0.000000
cyber-squatting.	-0.000000
non-originating.	-0.000000
emission-free.	-0.000000
materialistic.	-0.000000
Mr Bolkestein.	-0.000000
transcription.	-0.000000
self-explanatory.	-0.000000
instantaneously.	-0.000000
corruption-free.	-0.000000
overcompensated.	-0.000000
EUR 100 billion.	-0.000000
pick-and-choose.	-0.000000
Euronationalism.	-0.000000
impossibilities.	-0.000000
Mr Protasiewicz.	-0.000000
overconsumption.	-0.000000
panic-mongering.	-0.000000
non-development.	-0.000000
reconciliations.	-0.000000
EUR 800 million.	-0.000000
Nottinghamshire.	-0.000000
e-communication.	-0.000000
demand-oriented.	-0.000000
reform-oriented.	-0.000000
vice-presidency.	-0.000000
self-immolation.	-0.000000
Americanisation.	-0.000000
dissatisfactory.	-0.000000
pass-the-parcel.	-0.000000
tobacco-growers.	-0.000000
EUR 170 million.	-0.000000
EUR 6.1 billion.	-0.000000
property-owners.	-0.000000
Lindqvist.	-0.000000
irrevocably.	-0.000000
falsification.	-0.000000
staffing.	-0.000001
Irish Presidency.	-0.000001
forthcoming.	-0.000001
piecemeal.	-0.000001
accommodates.	-0.000001
decentralise.	-0.000001
future-oriented.	-0.000001
feasibility.	-0.000001
recommends.	-0.000001
Eurobarometer.	-0.000001
pompous.	-0.000001
fervour.	-0.000001
seafood.	-0.000001
Leterme.	-0.000001
Bortone.	-0.000001
utilize.	-0.000001
dissatisfaction.	-0.000001
all-powerful.	-0.000001
non-economic.	-0.000001
viewing.	-0.000001
counter-proposal.	-0.000001
post-enlargement.	-0.000001
heterogeneity.	-0.000001
streamlining.	-0.000001
antiquated.	-0.000001
slight.	-0.000001
incontrovertible.	-0.000001
kick-start.	-0.000001
comrades-in-arms.	-0.000001
conservationists.	-0.000001
ineffectiveness.	-0.000001
Europeanisation.	-0.000001
non-intervention.	-0.000001
agglomerations.	-0.000001
small-mindedness.	-0.000001
misapprehensions.	-0.000001
invitations.	-0.000001
possession.	-0.000001
drinking-water.	-0.000001
re-structuring.	-0.000001
harmonisations.	-0.000001
intraCommunity.	-0.000001
follow-through.	-0.000001
