Sr.	179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
iraquíes.	-0.049979
Atómica.	-0.050074
pasaje.	-0.050144
innovación.	-0.050156
consulta.	-0.050266
plantea.	-0.050385
compra.	-0.050503
aplicar.	-0.050508
extraño.	-0.050634
deseable.	-0.050637
deseados.	-0.050665
elegido.	-0.050723
usados.	-0.050758
Ahern.	-0.050802
Sudáfrica.	-0.050812
ridículo.	-0.050890
brutal.	-0.050913
misión.	-0.050947
apropiada.	-0.051026
excepción.	-0.051034
Fraude.	-0.051128
perfecto.	-0.051136
Swoboda.	-0.051155
Barrot.	-0.051243
afganos.	-0.051420
abismo.	-0.051439
lleno.	-0.051469
declive.	-0.051501
significa.	-0.051566
complace.	-0.051577
higiene.	-0.051664
Tabaco.	-0.051674
rumanos.	-0.051758
visible.	-0.051825
externas.	-0.051989
ventas.	-0.052028
valioso.	-0.052114
gradual.	-0.052121
sombra.	-0.052171
acoger.	-0.052357
Schmid.	-0.052388
Pirker.	-0.052406
completa.	-0.052439
Yenín.	-0.052489
culturas.	-0.052539
intento.	-0.052541
Macedonia.	-0.052547
Oficial.	-0.052889
educación.	-0.052964
ustedes.	-0.053053
Grosch.	-0.053098
resolución.	-0.053217
plátanos.	-0.053385
inútiles.	-0.053451
Sociales.	-0.053549
existente.	-0.053811
pocos.	-0.053911
Segundo.	-0.054046
modernos.	-0.054195
mala.	-0.054380
Salónica.	-0.054430
PHN.	-0.054540
brinda.	-0.054576
Marruecos.	-0.054649
ocasiones.	-0.054708
Pacífico.	-0.054821
opt-in.	-0.055017
cápita.	-0.055051
satélite.	-0.055183
confianza.	-0.055195
Monet.	-0.055276
severas.	-0.055345
utilidad.	-0.055563
vacunas.	-0.055690
tenue.	-0.055718
pesado.	-0.055743
universal.	-0.055757
Collins.	-0.055853
supuesto.	-0.055857
elemento.	-0.056015
pesada.	-0.056018
Vecindad.	-0.056043
prácticas.	-0.056147
refugio.	-0.056196
palestino.	-0.056213
aduanera.	-0.056370
ejemplo.	-0.056395
sanitaria.	-0.056398
posee.	-0.056449
ambiental.	-0.056510
peligroso.	-0.056544
penas.	-0.056572
usuario.	-0.056581
italiano.	-0.056584
extraña.	-0.056607
Dell.	-0.056802
costosa.	-0.056842
Rabat.	-0.056870
vicioso.	-0.056885
noticia.	-0.056918
equidad.	-0.057025
gane.	-0.057037
trampas.	-0.057085
Copenhague.	-0.057180
E.ON.	-0.057244
mafias.	-0.057336
llano.	-0.057409
comunitario.	-0.057436
severa.	-0.057446
peores.	-0.057449
oficio.	-0.057634
coherente.	-0.057713
deriva.	-0.057727
policial.	-0.057987
tragedia.	-0.058031
hacen.	-0.058121
confuso.	-0.058207
continente.	-0.058472
Cuarto.	-0.058519
marinas.	-0.058522
Europeos.	-0.058538
porcino.	-0.058572
baratas.	-0.058572
donantes.	-0.058635
Mira.	-0.058664
Senegal.	-0.058748
costoso.	-0.058811
decirlo.	-0.059315
Malasia.	-0.059321
decisiva.	-0.059764
asiático.	-0.059832
trenes.	-0.059860
darla.	-0.059913
acertado.	-0.060005
impuestos.	-0.060017
técnicas.	-0.060057
fraudes.	-0.060075
Dupuis.	-0.060118
Nielson.	-0.060144
toros.	-0.060163
juventud.	-0.060185
bancario.	-0.060328
virtual.	-0.060376
forzada.	-0.060477
grados.	-0.060481
SARS.	-0.060587
Homa.	-0.060587
pedimos.	-0.060870
funcione.	-0.060941
morales.	-0.061061
jungla.	-0.061073
propia.	-0.061156
Directiva.	-0.061378
griegas.	-0.061400
idóneo.	-0.061713
Daphne.	-0.061719
dossier.	-0.061869
Rwanda.	-0.061978
casual.	-0.062035
Havel.	-0.062119
órganos.	-0.062220
renovables.	-0.062305
fauna.	-0.062328
escasa.	-0.062414
Sajarov.	-0.062471
flotas.	-0.062567
elección.	-0.062713
juguetes.	-0.062845
merecen.	-0.062925
postales.	-0.063147
largas.	-0.063225
monedas.	-0.063248
electoral.	-0.063521
candidatos.	-0.063579
ineficaz.	-0.063634
repito.	-0.063638
escrita.	-0.063836
trabajos.	-0.064017
duración.	-0.064036
aliados.	-0.064213
sentidos.	-0.064324
eficiente.	-0.064350
servicios.	-0.064412
memoria.	-0.064523
libre.	-0.064547
Koch.	-0.064740
química.	-0.064742
géneros.	-0.064788
Harbour.	-0.064826
Icaza.	-0.064830
entrada.	-0.064840
bélico.	-0.064934
nuevo.	-0.064944
alpino.	-0.065082
Ojalá.	-0.065105
parra.	-0.065280
plata.	-0.065332
Mercosur.	-0.065377
absoluta.	-0.065632
tratado.	-0.065800
medidas.	-0.065878
fomentar.	-0.065965
TRIPS.	-0.065993
hueca.	-0.066036
alerta.	-0.066049
promesas.	-0.066074
energética.	-0.066110
Titley.	-0.066407
oradores.	-0.066494
Langen.	-0.066505
madres.	-0.066562
motivos.	-0.066564
adulto.	-0.066565
ingresos.	-0.066771
Sharon.	-0.066805
Barcelona.	-0.066834
Zimbabwe.	-0.066882
griegos.	-0.066973
Lituania.	-0.066998
Herman.	-0.067034
amianto.	-0.067079
duradero.	-0.067221
Lannoye.	-0.067309
oyen.	-0.067339
elegir.	-0.067348
prueba.	-0.067369
hincapié.	-0.067460
fresco.	-0.067474
opuesta.	-0.067695
cereales.	-0.067795
ocasión.	-0.068083
técnicos.	-0.068203
islámico.	-0.068264
pesquera.	-0.068315
propone.	-0.068469
veloz.	-0.068473
consenso.	-0.068721
impide.	-0.068763
Alba.	-0.068915
malaria.	-0.069218
viven.	-0.069325
existentes.	-0.069353
Barnier.	-0.069960
mudos.	-0.070009
huesos.	-0.070052
sanidad.	-0.070115
normales.	-0.070189
naciones.	-0.070294
totalidad.	-0.070296
estatales.	-0.070380
tránsito.	-0.070428
fruto.	-0.070467
africano.	-0.070478
reunir.	-0.070504
Cohesión.	-0.070735
Urban.	-0.070806
Palacio.	-0.070818
Eurostat.	-0.071151
flexible.	-0.071401
producto.	-0.071522
máximo.	-0.071536
Bulgaria.	-0.071550
viajes.	-0.071559
algodón.	-0.071870
notable.	-0.071906
nombre.	-0.071931
blanca.	-0.072104
goce.	-0.072105
libros.	-0.072146
recorrer.	-0.072251
factible.	-0.072298
recoge.	-0.072332
diarias.	-0.072381
límites.	-0.072386
mitad.	-0.072581
dañada.	-0.072623
Gradin.	-0.072714
padre.	-0.072946
húngaro.	-0.073263
internas.	-0.073410
excesivo.	-0.073421
corto.	-0.073470
ejemplar.	-0.073572
irreal.	-0.073589
negocios.	-0.074060
negativa.	-0.074141
Cabrol.	-0.074185
Sahel.	-0.074492
éstos.	-0.074533
paciente.	-0.074548
ensayo.	-0.074613
progreso.	-0.074629
lista.	-0.075179
objetivos.	-0.075226
financiera.	-0.075380
ciencia.	-0.075472
clientes.	-0.075744
adecuados.	-0.075745
atención.	-0.076013
Reglamento.	-0.076084
silencio.	-0.076151
guardia.	-0.076156
elevada.	-0.076286
aplauso.	-0.076335
Larive.	-0.076628
conmigo.	-0.076648
Ponente.	-0.076698
delicada.	-0.076762
cambiar.	-0.076786
sólidas.	-0.076821
Espoo.	-0.076902
Grupos.	-0.076933
fallos.	-0.077096
precoz.	-0.077136
parado.	-0.077365
Kinnock.	-0.077459
gitanos.	-0.077517
feroz.	-0.077587
propuesta.	-0.077601
ejes.	-0.077680
Teherán.	-0.077874
práctico.	-0.077975
aduanas.	-0.078024
costeras.	-0.078054
habitual.	-0.078154
pagar.	-0.078319
genética.	-0.078362
Eritrea.	-0.078492
sordos.	-0.078747
líneas.	-0.078934
noviembre.	-0.079032
Chechenia.	-0.079061
crean.	-0.079154
Bonde.	-0.079206
previa.	-0.079270
Srpska.	-0.079538
barril.	-0.079573
Armenia.	-0.079575
monetaria.	-0.079628
Palestina.	-0.079651
media.	-0.079753
OCA.	-0.079838
cargas.	-0.079970
trecho.	-0.080031
sólidos.	-0.080040
Lulling.	-0.080045
reducida.	-0.080094
respuesta.	-0.080133
escape.	-0.080184
válidas.	-0.080254
causa.	-0.080292
medida.	-0.080334
Art.	-0.080393
Reforma.	-0.080573
remotas.	-0.080687
posibles.	-0.080694
idónea.	-0.080901
materia.	-0.080942
drama.	-0.080976
patentes.	-0.080981
policía.	-0.081246
delicado.	-0.081328
rentable.	-0.081330
arreglo.	-0.081436
CEE.	-0.081444
plano.	-0.081490
giro.	-0.081614
niveles.	-0.081763
Primero.	-0.081811
fríos.	-0.081824
suficiente.	-0.082180
gestión.	-0.082367
urbanos.	-0.082400
Merkel.	-0.082761
decisivo.	-0.082796
Cardiff.	-0.082933
hito.	-0.083245
previsto.	-0.083288
Rumania.	-0.083471
sabemos.	-0.083575
después.	-0.083583
oportuna.	-0.083764
vivimos.	-0.083806
redes.	-0.083969
programa.	-0.084061
pescado.	-0.084124
recordar.	-0.084282
exacto.	-0.084359
cólera.	-0.084430
causas.	-0.084447
Letonia.	-0.084593
infancia.	-0.084652
Estonia.	-0.084662
recursos.	-0.084731
corta.	-0.084761
Bonino.	-0.084879
limitada.	-0.085150
urgentes.	-0.085298
diciembre.	-0.085347
queremos.	-0.085370
compleja.	-0.085532
Helsinki.	-0.085553
Baker.	-0.085560
términos.	-0.085747
afectadas.	-0.085982
pequeños.	-0.086235
reservas.	-0.086361
EADS.	-0.086432
internos.	-0.086572
HADEP.	-0.086666
ejemplos.	-0.086671
abierto.	-0.086782
fáciles.	-0.086806
avanzada.	-0.086815
alguna.	-0.086976
mercados.	-0.087113
usuarios.	-0.087122
escolar.	-0.087589
biomasa.	-0.087887
tardía.	-0.087897
promover.	-0.087908
aviación.	-0.087928
Solana.	-0.087971
sede.	-0.088035
española.	-0.088151
Trabajo.	-0.088235
sencillo.	-0.088306
cambiado.	-0.088396
mundiales.	-0.088517
Hezbolá.	-0.088844
elevados.	-0.088869
Monetaria.	-0.088910
políticas.	-0.089035
balas.	-0.089125
Orban.	-0.089125
consumidor.	-0.089245
Burundi.	-0.089650
Interior.	-0.089795
señoras.	-0.089863
envases.	-0.090364
vivas.	-0.090389
ECTS.	-0.090503
directa.	-0.090514
quejas.	-0.091029
ganando.	-0.091051
corazón.	-0.091083
veinte.	-0.091087
NU.	-0.091328
tinta.	-0.091607
coja.	-0.091610
militares.	-0.091612
comercial.	-0.091647
reserva.	-0.091747
Colombia.	-0.092114
Kroes.	-0.092221
revisar.	-0.092642
razones.	-0.092788
Hughes.	-0.093141
pensiones.	-0.093197
contrario.	-0.093291
escuela.	-0.094020
negativo.	-0.094208
otra.	-0.094307
permite.	-0.094309
privadas.	-0.094383
oferta.	-0.094497
importante.	-0.094654
reformas.	-0.094679
límite.	-0.094713
multas.	-0.094840
Eisma.	-0.094855
asume.	-0.095144
saberlo.	-0.095258
fomento.	-0.095624
enmiendas.	-0.095653
apoyar.	-0.095682
complejo.	-0.095978
inmediato.	-0.096083
central.	-0.096205
Stop.	-0.096236
masivo.	-0.096256
adecuadas.	-0.096490
dureza.	-0.096718
necesaria.	-0.096845
pacífica.	-0.096978
Presidente.	-0.097005
juvenil.	-0.097333
parados.	-0.097377
maneras.	-0.097482
sabios.	-0.097569
preciso.	-0.097635
emisión.	-0.097661
críticas.	-0.097818
vecindad.	-0.098154
millones.	-0.098698
caer.	-0.098716
neutral.	-0.098796
plazos.	-0.098825
Eurodac.	-0.098913
ficha.	-0.099316
desastre.	-0.099570
pasos.	-0.099608
respeto.	-0.099627
desafío.	-0.099636
fusión.	-0.099719
hunda.	-0.099883
merece.	-0.100014
pasajeros.	-0.100075
mecus.	-0.100215
Lucas.	-0.100376
Naval.	-0.100432
lengua.	-0.100440
sobra.	-0.100939
detalles.	-0.100966
utopía.	-0.102020
Mollar.	-0.102020
fuente.	-0.102121
globales.	-0.102315
sitios.	-0.102407
similares.	-0.102457
absurda.	-0.102767
láctea.	-0.102864
CEAC.	-0.102991
CSCE.	-0.102991
limitado.	-0.103110
difíciles.	-0.103189
religión.	-0.103500
humanidad.	-0.103700
escasos.	-0.103759
óptimo.	-0.103818
positivos.	-0.103838
polacos.	-0.103905
dudoso.	-0.104212
Zimbabue.	-0.104631
Ottawa.	-0.105225
efectivo.	-0.105654
CSU.	-0.105942
darles.	-0.106219
pena.	-0.106402
cuentas.	-0.106758
señores.	-0.106921
vigentes.	-0.107502
plenaria.	-0.107513
patata.	-0.107797
ritmo.	-0.107814
Etiopía.	-0.107889
sencilla.	-0.107915
francesa.	-0.107971
radical.	-0.108237
tomado.	-0.108274
hablar.	-0.108477
lejana.	-0.108660
repita.	-0.108708
externos.	-0.108983
ahorro.	-0.109484
Pacto.	-0.109494
pasados.	-0.109583
circo.	-0.109617
Luka.	-0.109663
cerca.	-0.109745
informes.	-0.109862
violencia.	-0.109960
pesquero.	-0.110009
naturales.	-0.110032
algas.	-0.110041
claridad.	-0.110077
haga.	-0.110079
fijado.	-0.110138
conjunta.	-0.110231
hl.	-0.110332
tiempos.	-0.110387
objetivo.	-0.110417
noventa.	-0.110522
ELISE.	-0.110552
muertos.	-0.110578
logros.	-0.111052
aviones.	-0.111104
Abbas.	-0.111173
Justicia.	-0.111193
rango.	-0.111299
enteras.	-0.111321
libro.	-0.111434
conflicto.	-0.111963
agrícolas.	-0.112048
recibir.	-0.112333
cien.	-0.112435
Hänsch.	-0.112716
irlandés.	-0.113333
Dijk.	-0.113489
creemos.	-0.113704
usual.	-0.113740
textos.	-0.113776
reforzar.	-0.113874
carretera.	-0.113930
marfil.	-0.114418
metas.	-0.114465
ciudades.	-0.114655
ágil.	-0.114941
temporal.	-0.115292
afirmar.	-0.115842
étnicos.	-0.115983
riqueza.	-0.116170
Watson.	-0.116328
Cáucaso.	-0.116330
actúe.	-0.116498
razonable.	-0.116613
unánime.	-0.116693
barro.	-0.116780
aceptable.	-0.117063
ETAP.	-0.117484
cuidado.	-0.117693
Europeas.	-0.117857
oírlo.	-0.118074
sectores.	-0.118253
cortos.	-0.119256
derechos.	-0.119262
tercera.	-0.119389
deprisa.	-0.119393
lentos.	-0.119605
rodeos.	-0.120013
serios.	-0.120244
mejoras.	-0.120701
poder.	-0.121035
amigos.	-0.121045
montaña.	-0.121123
obras.	-0.121288
Mancha.	-0.121321
delitos.	-0.121710
clero.	-0.121761
rotos.	-0.122213
futuros.	-0.122240
Central.	-0.122583
cifras.	-0.122680
calles.	-0.122736
mantener.	-0.122958
desee.	-0.123024
acertada.	-0.123089
Aznar.	-0.123163
desean.	-0.123561
adoptar.	-0.124370
Camboya.	-0.124484
negras.	-0.124866
Frontex.	-0.124889
aspectos.	-0.125190
sesiones.	-0.125488
política.	-0.125660
tortura.	-0.125983
funciona.	-0.126055
ALE.	-0.126274
Somalia.	-0.126575
deberes.	-0.126941
Weber.	-0.127214
mixtas.	-0.127244
Ferber.	-0.128008
EI.	-0.128242
cuarto.	-0.128538
alegra.	-0.128714
Pronk.	-0.128736
puertos.	-0.129033
cambios.	-0.129196
S-D.	-0.129324
zonas.	-0.129757
lácteos.	-0.130071
serbio.	-0.130101
trato.	-0.130519
vagas.	-0.130734
bando.	-0.130761
impedir.	-0.130948
liras.	-0.131359
preguntas.	-0.131433
derecha.	-0.131439
liberal.	-0.131465
Watts.	-0.131608
siento.	-0.132135
Salud.	-0.132250
Ohrid.	-0.132319
mínimos.	-0.132771
alarma.	-0.132835
desempleo.	-0.133055
comercio.	-0.133884
debido.	-0.134093
regiones.	-0.134337
fronteras.	-0.134517
armados.	-0.134813
injusto.	-0.134828
Amsterdam.	-0.134971
masas.	-0.135215
privados.	-0.135239
loable.	-0.135366
terrorismo.	-0.135380
siempre.	-0.135877
afectados.	-0.136002
lograrlo.	-0.136420
duradera.	-0.136567
esencial.	-0.136625
carácter.	-0.137409
inversa.	-0.137606
Ocalan.	-0.137650
ECOFIN.	-0.137953
ampliación.	-0.138087
Rocard.	-0.138088
concretos.	-0.138291
nucleares.	-0.138343
bases.	-0.138457
escaso.	-0.138795
Turín.	-0.139142
cajón.	-0.139278
gratis.	-0.139376
vanas.	-0.139638
Gracias.	-0.139893
alimentos.	-0.140088
población.	-0.140230
sostenible.	-0.140914
marítima.	-0.141117
comida.	-0.141350
Buzek.	-0.142166
democracia.	-0.142394
STCW.	-0.142681
agrario.	-0.142903
concretas.	-0.143170
Moura.	-0.143590
océano.	-0.143865
fuertes.	-0.144064
miseria.	-0.144321
creación.	-0.144458
existe.	-0.144557
c.	-0.145072
Navidad.	-0.145284
venir.	-0.145775
asimismo.	-0.145798
fax.	-0.145819
cambie.	-0.145878
nueve.	-0.146566
todavía.	-0.147170
Martin.	-0.147790
bacalao.	-0.148062
punto.	-0.148189
Velzen.	-0.148267
decisión.	-0.148487
respecta.	-0.148488
moneda.	-0.148536
cercano.	-0.148644
móviles.	-0.148775
etapas.	-0.148958
lenguas.	-0.149345
Birmania.	-0.149447
venido.	-0.149516
plural.	-0.149749
Mundus.	-0.150587
jueces.	-0.150763
Ruhr.	-0.151176
época.	-0.151352
concreto.	-0.151486
malas.	-0.151487
Delors.	-0.151840
ronda.	-0.152129
Turismo.	-0.152356
Tibet.	-0.152769
básico.	-0.152865
mínimas.	-0.153222
Hitler.	-0.153524
quiebra.	-0.153569
suelos.	-0.154511
heridos.	-0.154632
dolor.	-0.154840
distinto.	-0.155126
mejorar.	-0.155133
Escocia.	-0.155151
serbia.	-0.155384
medias.	-0.156064
secreto.	-0.156390
Papa.	-0.156610
valía.	-0.156664
marinos.	-0.156757
agraria.	-0.156776
Agenda.	-0.156829
aislado.	-0.156895
tratar.	-0.157170
fama.	-0.157363
reforma.	-0.157617
suizo.	-0.157821
original.	-0.157970
duros.	-0.157976
lujo.	-0.158242
baratos.	-0.158634
tareas.	-0.158683
español.	-0.159092
Thors.	-0.159096
igual.	-0.159312
asuntos.	-0.159413
caída.	-0.159841
Milán.	-0.159932
húngara.	-0.159960
Böhm.	-0.160465
Rica.	-0.160515
Energía.	-0.160530
calado.	-0.161159
debates.	-0.161359
Níger.	-0.161371
limpias.	-0.161970
Lyon.	-0.161993
azufre.	-0.162017
Fiori.	-0.162349
oportuno.	-0.162581
telón.	-0.162891
firme.	-0.162986
Myanmar.	-0.163530
activo.	-0.163684
distinta.	-0.163881
ayudas.	-0.164043
largos.	-0.164272
bosque.	-0.164426
modelo.	-0.164594
digno.	-0.164634
UNESCO.	-0.164772
Defensa.	-0.164918
barcos.	-0.164949
crimen.	-0.165373
israelí.	-0.165413
belgas.	-0.165563
Goma.	-0.165906
obtener.	-0.165969
Euratom.	-0.166018
deseen.	-0.166089
deseos.	-0.166404
venta.	-0.166648
crítico.	-0.166750
problemas.	-0.167001
vitro.	-0.167093
llaga.	-0.167149
física.	-0.167652
situación.	-0.168101
América.	-0.168369
completo.	-0.168733
fiables.	-0.169166
grandes.	-0.169344
Bélgica.	-0.169409
economía.	-0.169514
tamaño.	-0.169950
separado.	-0.169972
falsas.	-0.170557
polvo.	-0.170761
queja.	-0.170824
familias.	-0.171065
Dini.	-0.172287
erróneo.	-0.172505
exista.	-0.173149
externa.	-0.173357
empeño.	-0.173575
Comercio.	-0.173634
locura.	-0.173870
millas.	-0.174275
idiomas.	-0.174316
ayudar.	-0.174316
pregunta.	-0.175298
Roth.	-0.175448
Pakistán.	-0.175464
Stalin.	-0.175605
postal.	-0.176032
iguales.	-0.176271
OSPAR.	-0.176721
Corán.	-0.176910
Atenas.	-0.176927
quórum.	-0.177002
Rühle.	-0.177016
mínima.	-0.177112
tampoco.	-0.177183
Social.	-0.177648
federal.	-0.177649
valores.	-0.177666
artículo.	-0.178388
simple.	-0.178917
Patten.	-0.179594
Fondo.	-0.179879
plátano.	-0.181095
ampliada.	-0.181475
efectiva.	-0.181603
realista.	-0.182033
bosques.	-0.182449
cohesión.	-0.183259
Génova.	-0.183654
desarrollo.	-0.183694
armado.	-0.183981
Ashton.	-0.184058
miras.	-0.184249
víctimas.	-0.184267
adultos.	-0.184307
suceder.	-0.185225
alcance.	-0.185274
cerrado.	-0.186138
fuerza.	-0.186284
Dunn.	-0.186664
puestos.	-0.186925
paso.	-0.187230
elevado.	-0.187539
magia.	-0.187826
nacer.	-0.187983
justos.	-0.188362
Nigeria.	-0.188403
aquellos.	-0.188472
viernes.	-0.188666
persona.	-0.188821
Moldova.	-0.189080
libres.	-0.189494
Vinci.	-0.190510
racismo.	-0.191163
Balcanes.	-0.192418
afgana.	-0.192453
solución.	-0.192699
esfera.	-0.192999
Oreja.	-0.193533
concreta.	-0.193925
equipo.	-0.194212
dato.	-0.194807
cumbre.	-0.194910
coches.	-0.195674
crédito.	-0.195688
estilo.	-0.196998
hagan.	-0.197104
cabo.	-0.197116
bla.	-0.198479
creíble.	-0.198977
globo.	-0.199292
negocio.	-0.199692
piensos.	-0.199770
crítica.	-0.199822
demanda.	-0.200012
firmas.	-0.200256
Hungría.	-0.201548
abierta.	-0.201696
judicial.	-0.202133
idea.	-0.202535
Lange.	-0.202819
infantil.	-0.203604
calor.	-0.203649
Parlamento.	-0.203919
amplia.	-0.204105
momentos.	-0.204128
Cunha.	-0.204280
Portugal.	-0.204749
petróleo.	-0.205216
vivir.	-0.205429
prisión.	-0.205761
Castro.	-0.206903
cerrada.	-0.207237
arms.	-0.207851
Qatar.	-0.208296
vasco.	-0.208831
tapete.	-0.208855
Abeba.	-0.209002
historia.	-0.209341
dólares.	-0.209489
fósiles.	-0.209573
añadido.	-0.210106
diferente.	-0.210409
ACP-UE.	-0.210823
agosto.	-0.211210
fiscales.	-0.211508
Croacia.	-0.212249
Alemania.	-0.212263
absurdo.	-0.212383
Byrne.	-0.212433
bandas.	-0.212640
ocurrir.	-0.212949
señalar.	-0.213215
Barroso.	-0.213637
básicas.	-0.214472
reloj.	-0.215055
túnel.	-0.215112
fuese.	-0.215182
laxa.	-0.215693
piloto.	-0.215896
jurídico.	-0.216506
RTE-T.	-0.217350
válida.	-0.217691
Euro.	-0.217755
Blanc.	-0.218479
francés.	-0.219179
seguridad.	-0.219291
Género.	-0.220037
mayores.	-0.220426
viables.	-0.220657
señala.	-0.220730
firmes.	-0.221149
partida.	-0.221962
turcos.	-0.222413
Seúl.	-0.222472
Bolsa.	-0.222482
norte.	-0.222606
Schulz.	-0.222609
capaces.	-0.222640
caza.	-0.222936
Jöns.	-0.223253
arroz.	-0.223717
kurdos.	-0.224299
figura.	-0.224632
cielo.	-0.225292
dirección.	-0.225567
inicial.	-0.225754
directiva.	-0.225873
lado.	-0.225891
errónea.	-0.226812
desleal.	-0.227215
campos.	-0.227677
oriental.	-0.228051
económico.	-0.229157
colega.	-0.229522
anexo.	-0.229637
idioma.	-0.229676
familiar.	-0.230455
malos.	-0.230942
ciudad.	-0.232509
Verdes.	-0.233001
Mundial.	-0.233937
suerte.	-0.235120
alcohol.	-0.235472
non.	-0.236454
patria.	-0.236476
éxitos.	-0.236892
étnica.	-0.236933
PPE-DE.	-0.237262
ajena.	-0.237309
avanzar.	-0.238274
vecino.	-0.238887
Rack.	-0.240312
eficacia.	-0.240909
Galileo.	-0.241280
Tampere.	-0.242413
cabeza.	-0.242682
EFSA.	-0.243272
unión.	-0.243333
Comunidad.	-0.243595
Arafat.	-0.244360
REX.	-0.245289
Bretaña.	-0.245376
fijas.	-0.245602
copa.	-0.245635
mutuas.	-0.245723
CAD.	-0.246012
políticos.	-0.246238
Liese.	-0.246306
Dayton.	-0.246653
clavo.	-0.246712
PCSD.	-0.249013
salir.	-0.249080
éticos.	-0.249245
oeste.	-0.249803
rabia.	-0.250452
alemana.	-0.250950
v.	-0.251711
actuales.	-0.251863
bovina.	-0.252492
barato.	-0.252876
minorías.	-0.253207
peligro.	-0.253340
residuos.	-0.253976
basura.	-0.255211
penales.	-0.255673
Londres.	-0.255752
tardar.	-0.256885
similar.	-0.257079
bastan.	-0.257916
ésta.	-0.259001
urbana.	-0.260055
deseado.	-0.260107
Bien.	-0.260191
febrero.	-0.261701
destino.	-0.262405
padres.	-0.262881
eficaces.	-0.263080
Star.	-0.263770
Cuentas.	-0.264007
hogares.	-0.266451
litro.	-0.266566
estatal.	-0.266678
oficial.	-0.267509
censura.	-0.268424
fines.	-0.268978
coche.	-0.269228
sólido.	-0.269303
frente.	-0.269362
olvido.	-0.269761
rey.	-0.271349
árabes.	-0.271477
buques.	-0.271789
técnica.	-0.272407
legales.	-0.272597
carne.	-0.273389
turcas.	-0.274122
nacionales.	-0.275533
seguras.	-0.275669
errores.	-0.275715
ilegales.	-0.275786
bovino.	-0.276200
éste.	-0.276264
Elles.	-0.276440
Quince.	-0.276938
bancos.	-0.279221
ligera.	-0.280222
rojos.	-0.280222
gasto.	-0.281592
fijos.	-0.282080
flota.	-0.282108
unidos.	-0.282816
ciudadanos.	-0.283582
Nº.	-0.284150
barco.	-0.284263
sigan.	-0.285753
SADC.	-0.286491
filas.	-0.287759
agenda.	-0.287760
falsos.	-0.287864
feto.	-0.287997
gracias.	-0.288683
lugares.	-0.288837
absoluto.	-0.289382
Lahti.	-0.289421
consumo.	-0.289943
elogio.	-0.290791
Aérea.	-0.290833
breves.	-0.292789
vive.	-0.294898
segunda.	-0.296201
índole.	-0.296681
sola.	-0.296830
turismo.	-0.297876
cautela.	-0.299587
control.	-0.299962
verlo.	-0.300222
Europol.	-0.300684
aviso.	-0.301530
extra.	-0.301754
mandato.	-0.301843
económica.	-0.302745
frágil.	-0.303610
precio.	-0.304119
ACNUR.	-0.305577
ruedas.	-0.305701
Pex.	-0.306590
urbano.	-0.307760
acogida.	-0.307782
anterior.	-0.308151
jurídica.	-0.308579
cepos.	-0.308855
costes.	-0.309496
joven.	-0.309892
básica.	-0.310185
altas.	-0.310496
Ankara.	-0.310942
nación.	-0.311278
estable.	-0.311923
pocas.	-0.312434
Oriental.	-0.312505
urgencia.	-0.313433
antes.	-0.313511
Angola.	-0.313538
Tratados.	-0.313766
Argelia.	-0.314947
duro.	-0.315012
afecta.	-0.315043
Flynn.	-0.315643
limpia.	-0.315732
rápida.	-0.316766
Husein.	-0.316853
seguro.	-0.317332
Santer.	-0.317654
aspecto.	-0.318295
popular.	-0.320938
Albania.	-0.322479
ciento.	-0.323245
lacra.	-0.323576
correcto.	-0.324696
Macao.	-0.324795
Essen.	-0.325941
indio.	-0.326230
digital.	-0.327045
Feira.	-0.327462
vayan.	-0.327572
interno.	-0.327786
chinas.	-0.328273
Grupo.	-0.328453
Ltd.	-0.329386
EFD.	-0.329386
vacías.	-0.329420
anuales.	-0.331906
Maes.	-0.332045
griego.	-0.332353
loco.	-0.335385
Rübig.	-0.335448
OICVM.	-0.335550
adecuado.	-0.335824
solar.	-0.335881
cultura.	-0.336447
río.	-0.336658
relación.	-0.337174
habla.	-0.338284
formal.	-0.339297
moderna.	-0.340087
coste.	-0.340276
aéreos.	-0.340853
Señoría.	-0.341091
Burg.	-0.341917
precios.	-0.343014
ml.	-0.343247
Mugabe.	-0.343583
detalle.	-0.344954
Austria.	-0.348419
riesgos.	-0.348885
ganado.	-0.349044
públicas.	-0.349257
gastos.	-0.349563
retraso.	-0.349588
llegar.	-0.350190
Adam.	-0.350621
cl.	-0.351540
rodea.	-0.351626
saben.	-0.352302
Rumanía.	-0.354479
deudas.	-0.355226
Comité.	-0.356696
menores.	-0.357160
urgente.	-0.357312
amor.	-0.357859
siete.	-0.358133
Wynn.	-0.358688
marina.	-0.359091
hombre.	-0.359798
vital.	-0.360739
básicos.	-0.362162
Saudí.	-0.362577
avance.	-0.364835
menudo.	-0.366477
agrícola.	-0.366915
votar.	-0.367744
Duff.	-0.368490
estado.	-0.368784
climático.	-0.369711
aves.	-0.371303
carbón.	-0.373011
maíz.	-0.374997
lejano.	-0.377142
Bosnia.	-0.377252
Laos.	-0.378088
débiles.	-0.378152
Funk.	-0.378597
COV.	-0.378821
crucial.	-0.379956
